Items with a Wikispecies sitelink	PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?item ?itemLabel ?article WHERE {   ?article  schema:about ?item ;       schema:isPartOf <https://species.wikimedia.org/> . ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } LIMIT 200 
Items about authors with a Wikispecies page	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?author ?authorLabel (COUNT(?paper) AS ?count) WHERE {   ?article  schema:about ?author ;       schema:isPartOf <https://species.wikimedia.org/> .     ?author wdt:P31 wd:Q5.     ?paper wdt:P50 ?author. ?author rdfs:label ?authorLabel . FILTER (LANG(?authorLabel) = "en") . } GROUP BY ?author ?authorLabel ORDER BY DESC(?count) LIMIT 200 
Recent Events	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?event ?eventLabel ?date WHERE {   ?event wdt:P31/wdt:P279* wd:Q1190554.   OPTIONAL { ?event wdt:P585 ?date. }   OPTIONAL { ?event wdt:P580 ?date. }            OPTIONAL {     ?event rdfs:label ?eventLabel.     FILTER(LANG(?eventLabel) = "en").   } } LIMIT 10 
Popular eye colors among humans	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?eyeColorLabel (COUNT(?human) AS ?count) WHERE {   ?human wdt:P31 wd:Q5.   ?human wdt:P1340 ?eyeColor. ?eyeColor rdfs:label ?eyeColorLabel . FILTER (LANG(?eyeColorLabel) = "en") . } GROUP BY ?eyeColorLabel 
Humans whose gender we know we don't know	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?human ?humanLabel WHERE {    ?human wdt:P21 ?gender .     ?human rdfs:label ?humanLabel . FILTER (LANG(?humanLabel) = "en") . } 
URLs of Wikipedia in all languages	PREFIX wikibase: <http://wikiba.se/ontology#> SELECT ?wikipedia WHERE {   ?wikipedia wikibase:wikiGroup "wikipedia". } 
Names of Wikipedia articles in multiple languages	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX schema: <http://schema.org/> SELECT DISTINCT ?lang ?name WHERE {   ?article schema:about wd:Q5 ;               schema:inLanguage ?lang ;               schema:name ?name ;               schema:isPartOf ?plholder1  . ?plholder1 wikibase:wikiGroup "wikipedia" .       } 
All items with a property	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT   ?item ?itemLabel   ?value  WHERE {   ?item wdt:P1800 ?value. ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } LIMIT 10 
Wikidata items of Wikipedia articles	PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX schema: <http://schema.org/> SELECT ?lemma ?item WHERE {   VALUES ?lemma {     "Wikipedia"@en     "Wikidata"@en     "Berlin"@en     "Technical University of Berlin"@en   }   ?sitelink schema:about ?item;     schema:isPartOf <https://en.wikipedia.org/>;     schema:name ?lemma. } 
Total population in the Øresund Region	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?area ?areaLabel (sum(?folkm_ngd) AS ?total_folkm) WHERE {   ?item wdt:P361 wd:Q297853.   ?item wdt:P1082 ?folkm_ngd.   ?area wdt:P31 wd:Q1907114.   ?area wdt:P527 ?item. ?area rdfs:label ?areaLabel . FILTER (LANG(?areaLabel) = "en") . } GROUP BY ?area ?areaLabel 
Properties grouped by their parent property	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?property2 ?property2Label ?property1 ?property1Label WHERE {   ?property1 rdf:type wikibase:Property.   ?property1 wdt:P1647 ?property2. ?property1 rdfs:label ?property1Label . FILTER (LANG(?property1Label) = "en") . ?property2 rdfs:label ?property2Label . FILTER (LANG(?property2Label) = "en") . } 
Subproperties of location (P276)	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?subProperties ?subPropertiesLabel WHERE {   ?subProperties wdt:P1647+ wd:P276.   ?subProperties rdfs:label ?subPropertiesLabel . FILTER (LANG(?subPropertiesLabel) = "en") . } 
Properties grouped by their Wikibase datatype (Q19798645) with number of properties	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT (COUNT(?property) AS ?pcount ) ?wbtype WHERE {   ?property rdf:type               wikibase:Property.   ?property wikibase:propertyType  ?wbtype. } GROUP BY ?wbtype ORDER BY DESC(?pcount) 
Properties with value a technical standard (Q317623)	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?propertyRel ?propertyItem ?propertyItemLabel WHERE {    ?standard wdt:P31 wd:Q317623.    ?item ?propertyRel ?standard.    ?propertyItem wikibase:directClaim ?propertyRel. ?propertyItem rdfs:label ?propertyItemLabel . FILTER (LANG(?propertyItemLabel) = "en") . } 
All properties with descriptions and aliases and types	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> PREFIX schema: <http://schema.org/> SELECT ?property ?propertyType ?propertyLabel ?propertyDescription (GROUP_CONCAT(?propertyAltLabel) AS ?propertyAltLabel_) WHERE {   ?property wikibase:propertyType ?propertyType .   ?property rdfs:label ?propertyLabel . FILTER (LANG(?propertyLabel) = "en") .   OPTIONAL { ?property schema:description ?propertyDescription . FILTER (LANG(?propertyDescription) = "en") .}   OPTIONAL { ?property skos:altLabel ?propertyAltLabel . FILTER (LANG(?propertyAltLabel) = "en") .} } GROUP BY ?property ?propertyType ?propertyLabel ?propertyDescription  
Properties connecting items of type zoo (Q43501) with items of type animal (Q729)	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?p ?pLabel (COUNT (?s) AS ?count) WHERE {   ?s wdt:P31/wdt:P279* wd:Q729 .   ?o wdt:P31/wdt:P279* wd:Q43501 .   ?s ?pd ?o .   ?p wikibase:directClaim ?pd . ?p rdfs:label ?pLabel . FILTER (LANG(?pLabel) = "en") . } GROUP BY ?p ?pLabel ORDER BY desc(?count) 
Content of a reference for a specific statement	PREFIX prov: <http://www.w3.org/ns/prov#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pr: <http://www.wikidata.org/prop/reference/> SELECT ?item ?reference WHERE {   ?item wdt:P1343 wd:Q51955019 .   ?item p:P1343 ?plholder1 .   ?plholder1 prov:wasDerivedFrom ?plholder2 .   ?plholder2 pr:P958 ?reference . } 
Countries that have sitelinks to en.wiki	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?country ?countryLabel ?article WHERE {     ?country wdt:P31 wd:Q3624078 .     ?article schema:about ?country .     ?article schema:isPartOf <https://en.wikipedia.org/>. ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . } 
Canadian subjects with no English article in Wikipedia	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?item ?itemLabel ?cnt WHERE { {   SELECT ?item (COUNT(?sitelink) AS ?cnt) WHERE {   ?item wdt:P27|wdt:P205|wdt:P17 wd:Q16 .   MINUS {?item wdt:P106 wd:Q488111 .}   MINUS {?item wdt:P106 wd:Q3286043 .}   MINUS {?item wdt:P106 wd:Q4610556 .}   ?sitelink schema:about ?item .      } GROUP BY ?item ORDER BY DESC (?cnt) LIMIT 1000 } ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } ORDER BY DESC (?cnt) 
Countries that have a Featured Article on Russian Wikipedia	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?sitelink ?itemLabel WHERE {   ?item wdt:P31 wd:Q6256.   ?sitelink schema:isPartOf <https://ru.wikipedia.org/>;      schema:about ?item;      wikibase:badge wd:Q17437796 . ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } ORDER BY ?itemLabel 
Numbers of sitelinks for items with Art UK artist ID (P1367) for each language	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX schema: <http://schema.org/> SELECT ?lang (COUNT(DISTINCT ?article) AS ?count) WHERE {   ?article schema:about/wdt:P1367 ?yp_id .      ?article schema:inLanguage ?lang . } GROUP BY ?lang ORDER BY DESC (?count) 
Titles of articles about Ukrainian villages on Romanian Wikipedia	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT DISTINCT ?item ?LabelEN ?LabelUK ?page_titleRO WHERE {   ?item wdt:P31 wd:Q532 .   ?item wdt:P17 wd:Q212 .   ?article schema:about ?item ; schema:isPartOf <https://ro.wikipedia.org/> ;  rdfs:label ?page_titleRO .   ?item rdfs:label ?LabelEN . FILTER (lang(?LabelEN) = "en") .   ?item rdfs:label ?LabelUK . FILTER (lang(?LabelUK) = "uk") . } LIMIT 300 
Wikisource pages for authors of scientific articles	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX schema: <http://schema.org/> SELECT DISTINCT ?item ?wikisourceSitelink ?wikisourceLanguage WHERE {   ?paper wdt:P31 wd:Q13442814;          wdt:P50 ?item.   ?wikisourceSitelink schema:isPartOf ?plholder1;                       schema:inLanguage ?wikisourceLanguage;                       schema:about ?item.   ?plholder1 wikibase:wikiGroup "wikisource" . } ORDER BY ?wikisourceLanguage LIMIT 300 
Items with a GTAA id and their articles on the Dutch and English Wikipedia	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?item ?itemLabel ?gtaa ?_articleEN ?_articleNL WHERE {   ?item wdt:P1741 ?gtaa.   OPTIONAL {     ?_articleEN schema:about ?item.     ?_articleNL schema:about ?item.     ?_articleEN schema:isPartOf <https://en.wikipedia.org/>.     ?_articleNL schema:isPartOf <https://nl.wikipedia.org/>.   } ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } 
People deceased in 2018 ordered by the number of sitelinks	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?person ?personLabel ?died ?sitelinks WHERE {   ?person wdt:P31 wd:Q5;           wdt:P570 ?died.      ?person ^schema:about/wikibase:sitelinks ?sitelinks. ?person rdfs:label ?personLabel . FILTER (LANG(?personLabel) = "en") . }  ORDER BY desc(?sitelinks) LIMIT 100 
Rock bands that start with "M"	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?band ?bandLabel WHERE {    ?band  wdt:P31 wd:Q5741069 .         ?band rdfs:label ?bandLabel .    FILTER regex(?bandLabel, "^M") . } 
Winner of the Academy Awards by Award and Time	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?item ?itemLabel ?awardLabel ?time WHERE {     ?item wdt:P106/wdt:P279* wd:Q3455803 ;           p:P166 ?awardStat .     ?awardStat pq:P805 ?award ;                ps:P166 wd:Q103360 .     ?award wdt:P585 ?time . ?award rdfs:label ?awardLabel . FILTER (LANG(?awardLabel) = "en") . ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } ORDER BY DESC(?time) 
Academy award data	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?human ?humanLabel ?awardEditionLabel ?awardLabel ?awardWork ?awardWorkLabel ?director ?directorLabel ?time WHERE {    {       SELECT (SAMPLE(?human_) AS ?human) (SAMPLE(?humanLabel_) AS ?humanLabel) ?award ?awardWork (SAMPLE(?director_) AS ?director) (SAMPLE(?directorLabel_) AS ?directorLabel) (SAMPLE(?awardEdition_) AS ?awardEdition) (SAMPLE(?awardEditionLabel_) AS ?awardEditionLabel) (SAMPLE(?time_) AS ?time) WHERE {          ?award wdt:P31 wd:Q19020 .          {             ?human_ p:P166 ?awardStat .             ?awardStat ps:P166 ?award .             ?awardStat pq:P805 ?awardEdition_ .             ?awardStat pq:P1686 ?awardWork .             ?human_ wdt:P31 wd:Q5 .             ?human_ rdfs:label ?humanLabel_ . FILTER (LANG(?humanLabel_) = "en") .          } UNION {             ?awardWork wdt:P31 wd:Q11424 .             ?awardWork p:P166 ?awardStat .             ?awardStat ps:P166 ?award .             ?awardStat pq:P805 ?awardEdition_ .          }          OPTIONAL {             ?awardEdition_ wdt:P585 ?time_ .             ?awardEdition_ rdfs:label ?awardEditionLabel_ . FILTER (LANG(?awardEditionLabel_) = "en") .          }          OPTIONAL {             ?awardWork wdt:P57 ?director_ . ?director_ rdfs:label ?directorLabel_ . FILTER (LANG(?directorLabel_) = "en") .          }       }       GROUP BY ?award ?awardWork    }    ?award rdfs:label ?awardLabel . FILTER (LANG(?awardLabel) = "en") .    ?awardWork rdfs:label ?awardWorkLabel . FILTER (LANG(?awardWorkLabel) = "en") . } ORDER BY DESC(?time) 
People that received both Academy Award and Nobel Prize	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?person ?personLabel WHERE {         ?person wdt:P166/wdt:P361* wd:Q7191 .         ?person wdt:P166/wdt:P361* wd:Q19020 . ?person rdfs:label ?personLabel . FILTER (LANG(?personLabel) = "en") . } 
Number of handed out academy awards per award type	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?awardCount ?award ?awardLabel WHERE {    {       SELECT (COUNT(?award) AS ?awardCount) ?award       WHERE       {          {             SELECT (SAMPLE(?human_) AS ?human) ?award ?awardWork (SAMPLE(?director_) AS ?director) (SAMPLE(?awardEdition_) AS ?awardEdition) (SAMPLE(?time_) AS ?time) WHERE {                ?award wdt:P31 wd:Q19020 .                {                   ?human_ p:P166 ?awardStat .                   ?awardStat ps:P166 ?award .                   ?awardStat pq:P805 ?awardEdition_ .                   ?awardStat pq:P1686 ?awardWork .                   ?human_ wdt:P31 wd:Q5 .                } UNION {                   ?awardWork wdt:P31 wd:Q11424 .                   ?awardWork p:P166 ?awardStat .                   ?awardStat ps:P166 ?award .                   ?awardStat pq:P805 ?awardEdition_ .                }                OPTIONAL {                   ?awardEdition_ wdt:P585 ?time_ .                }                OPTIONAL {                   ?awardWork wdt:P57 ?director_ .                }             }             GROUP BY ?awardWork ?award          }       } GROUP BY ?award       ORDER BY ASC(?awardCount)    } ?award rdfs:label ?awardLabel . FILTER (LANG(?awardLabel) = "en") . } 
Film directors ranked by number of sitelinks multiplied by their number of films	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT ?director ?director_label ?films ?sitelinks WHERE {   {SELECT ?director (COUNT(DISTINCT ?film) AS ?films) (COUNT(DISTINCT ?sitelink) AS ?sitelinks)      WHERE {        ?director wdt:P106 wd:Q2526255 .        ?film wdt:P57 ?director .        ?sitelink schema:about ?director .        } GROUP BY ?director } ?director rdfs:label ?director_label . FILTER (LANG(?director_label) = "en") . } ORDER BY DESC(?sitelinks) DESC(?films) LIMIT 100 
The Simpsons television series episodes list by season	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?seasonNumber ?episode ?episodeLabel WHERE {    ?season wdt:P361 wd:Q886 .    ?season wdt:P527 ?episode .    ?season p:P179 ?plholder1  .    ?plholder1 pq:P1545 ?seasonNumber .    ?episode rdfs:label ?episodeLabel . FILTER (LANG(?episodeLabel) = "en") . } ORDER BY ?seasonNumber 
Pokemon!	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?pokemon ?pokemonLabel ?pokedexNumber WHERE {     ?pokemon wdt:P31/wdt:P279* wd:Q3966183 .     ?pokemon p:P1685 ?statement.     ?statement ps:P1685 ?pokedexNumber;               pq:P972 wd:Q20005020.      ?pokemon rdfs:label ?pokemonLabel . FILTER (LANG(?pokemonLabel) = "en") . } ORDER BY ?pokedexNumber 
Law & Order episodes	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT (SAMPLE(?seasonNumber) AS ?seasonNumber_) (SAMPLE(?episodeNumber) AS ?episodeNumber_) (SAMPLE(?title) AS ?title_) (MIN(?pubDate) AS ?pubDate_) ?episode WHERE {   ?episode wdt:P31 wd:Q21191270;            wdt:P179 wd:Q321423.   OPTIONAL {     ?episode wdt:P4908 ?season .     ?season p:P179 ?p2 .     ?p2 pq:P1545 ?seasonNumber .   }   OPTIONAL {     ?episode p:P179 ?p1 .     ?p1 pq:P1545 ?episodeNumber .   }   OPTIONAL { ?episode wdt:P1476 ?title. }   OPTIONAL { ?episode wdt:P577 ?pubDate. } } GROUP BY ?episode 
Main subjects of West Wing episodes	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?episode ?ordinal ?episodeLabel ?subject ?subjectLabel WHERE {   ?episode wdt:P31/wdt:P279* wd:Q1983062;            p:P179 ?statement.   OPTIONAL{ ?episode wdt:P921 ?subject . ?subject rdfs:label ?subjectLabel . FILTER (LANG(?subjectLabel) = "en") }   ?statement ps:P179 wd:Q3577037;              pq:P1545 ?ordinal. ?episode rdfs:label ?episodeLabel . FILTER (LANG(?episodeLabel) = "en") . }  
Movies with Bud Spencer	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?item ?itemLabel (MIN(?date) AS ?firstReleased) ?_image WHERE {   ?item wdt:P161 wd:Q221074;         wdt:P577 ?date. ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") .   OPTIONAL { ?item wdt:P18 ?_image. } } GROUP BY ?item ?itemLabel ?_image ORDER BY ?firstReleased 
Fictional subjects of the Marvel Universe	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?char ?charName (GROUP_CONCAT(DISTINCT ?typeLabel;SEPARATOR=", ") AS ?types) (GROUP_CONCAT(DISTINCT ?universeLabel;SEPARATOR=", ") AS ?universes) WHERE {    ?char wdt:P1080 wd:Q931597;           wdt:P31 ?type ;           wdt:P1080 ?universe .    ?type rdfs:label ?typeLabel . FILTER (LANG(?typeLabel) = "en") .    ?universe rdfs:label ?universeLabel . FILTER (LANG(?universeLabel) = "en") .    ?char rdfs:label ?charName . FILTER (LANG(?charName) = "en") . } GROUP BY ?char ?charName 
